campaign_title,banner_group,date,shows,clicks_count,spend_rub,leads,utm_source,utm_medium,utm_campaign,device_type
EcoHome_SmartHome,Solar_B,2024-04-12,12023,512,10324.15,3,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,SmartHome_A,2024-04-12,13378,239,6500.54,25,yandex,cpc,ecohome_smarthome,mobile
EcoHome_Heating,Heat_A,2024-04-19,7284,243,12912.65,7,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Heat_B,2024-04-19,8854,220,8197.49,1,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_A,2024-04-19,11726,553,11433.81,15,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_B,2024-04-19,7845,507,9037.21,4,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,SmartHome_A,2024-04-19,15972,472,15703.94,22,yandex,cpc,ecohome_heating,desktop
EcoHome_Solar,Heat_A,2024-04-19,15589,543,5721.83,28,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Heat_B,2024-04-19,7053,337,10940.33,14,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_A,2024-04-19,11009,506,8935.49,19,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_B,2024-04-19,7671,425,4628.31,2,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,SmartHome_A,2024-04-19,8722,450,15147.12,3,yandex,cpc,ecohome_solar,desktop
EcoHome_SmartHome,Heat_A,2024-04-19,5808,465,14737.49,5,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Heat_B,2024-04-19,12701,242,10403.4,10,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_A,2024-04-19,16002,564,19961.97,11,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_B,2024-04-19,16533,274,10895.74,8,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,SmartHome_A,2024-04-19,18001,132,18193.91,4,yandex,cpc,ecohome_smarthome,desktop
EcoHome_Heating,Heat_A,2024-04-26,7931,305,18671.07,24,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Heat_B,2024-04-26,7017,286,13046.72,24,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_A,2024-04-26,5717,539,5346.04,29,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_B,2024-04-26,11782,74,14587.5,33,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,SmartHome_A,2024-04-26,15338,508,4379.32,20,yandex,cpc,ecohome_heating,mobile
EcoHome_Solar,Heat_A,2024-04-26,9780,552,8232.25,1,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Heat_B,2024-04-26,19456,103,7419.17,15,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_A,2024-04-26,10874,579,17727.28,25,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_B,2024-04-26,19597,413,9019.3,11,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,SmartHome_A,2024-04-26,14548,523,8403.83,26,yandex,cpc,ecohome_solar,desktop
EcoHome_SmartHome,Heat_A,2024-04-26,19407,312,6111.45,11,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Heat_B,2024-04-26,6789,66,7548.51,16,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_A,2024-04-26,6827,569,18886.37,15,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_B,2024-04-26,7843,224,17931.02,29,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,SmartHome_A,2024-04-26,11543,120,4820.7,28,yandex,cpc,ecohome_smarthome,desktop
EcoHome_Heating,Heat_A,2024-05-03,8982,277,15100.89,18,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Heat_B,2024-05-03,9713,70,16886.92,26,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_A,2024-05-03,13476,330,8290.79,1,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_B,2024-05-03,9319,195,4906.89,29,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,SmartHome_A,2024-05-03,6810,520,16845.62,28,yandex,cpc,ecohome_heating,mobile
EcoHome_Solar,Heat_A,2024-05-03,7581,416,8756.6,18,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Heat_B,2024-05-03,19917,165,14758.14,19,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_A,2024-05-03,6311,437,5689.46,4,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_B,2024-05-03,15070,327,14740.33,28,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,SmartHome_A,2024-05-03,19113,184,5876.48,29,yandex,cpc,ecohome_solar,desktop
EcoHome_SmartHome,Heat_A,2024-05-03,17671,212,13244.91,30,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Heat_B,2024-05-03,14822,230,16288.09,9,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_A,2024-05-03,11337,365,14645.84,31,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_B,2024-05-03,13207,351,4376.52,30,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,SmartHome_A,2024-05-03,7176,390,16472.27,25,yandex,cpc,ecohome_smarthome,desktop
EcoHome_Heating,Heat_A,2024-05-10,13497,274,11875.72,31,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Heat_B,2024-05-10,9654,230,16245.81,1,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_A,2024-05-10,14323,580,6015.28,10,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_B,2024-05-10,12362,61,6428.41,26,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,SmartHome_A,2024-05-10,7229,365,4021.54,19,yandex,cpc,ecohome_heating,mobile
EcoHome_Solar,Heat_A,2024-05-10,8867,145,7620.36,32,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Heat_B,2024-05-10,6015,410,14435.77,15,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_A,2024-05-10,12701,234,17591.14,26,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_B,2024-05-10,17623,211,6935.24,24,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,SmartHome_A,2024-05-10,11155,473,6022.18,25,yandex,cpc,ecohome_solar,desktop
EcoHome_SmartHome,Heat_A,2024-05-10,13713,554,8137.47,19,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Heat_B,2024-05-10,9155,370,14765.55,23,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_A,2024-05-10,18210,435,14621.19,13,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_B,2024-05-10,12452,576,18246.15,27,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,SmartHome_A,2024-05-10,7172,329,9804.06,13,yandex,cpc,ecohome_smarthome,desktop
EcoHome_Heating,Heat_A,2024-05-17,12825,177,17808.14,21,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Heat_B,2024-05-17,10573,85,19863.26,21,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_A,2024-05-17,15878,405,13687.7,31,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_B,2024-05-17,16180,213,13831.77,2,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,SmartHome_A,2024-05-17,13671,172,5306.68,4,yandex,cpc,ecohome_heating,mobile
EcoHome_Solar,Heat_A,2024-05-17,15900,153,6044.39,30,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Heat_B,2024-05-17,17997,445,9176.49,22,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_A,2024-05-17,7364,576,5510.7,33,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_B,2024-05-17,15348,421,14318.45,13,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,SmartHome_A,2024-05-17,17330,294,15394.19,16,yandex,cpc,ecohome_solar,mobile
EcoHome_SmartHome,Heat_A,2024-05-17,17370,159,4206.36,22,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Heat_B,2024-05-17,5935,300,17177.7,4,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_A,2024-05-17,5325,560,12781.96,21,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_B,2024-05-17,19252,557,7611.64,7,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,SmartHome_A,2024-05-17,13832,393,10475.6,25,yandex,cpc,ecohome_smarthome,mobile
EcoHome_Heating,Heat_A,2024-05-24,11754,581,13323.43,0,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Heat_B,2024-05-24,15297,486,8891.9,16,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_A,2024-05-24,17188,375,13476.82,32,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_B,2024-05-24,19523,524,5912.99,19,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,SmartHome_A,2024-05-24,17563,122,16865.53,18,yandex,cpc,ecohome_heating,mobile
EcoHome_Solar,Heat_A,2024-05-24,12130,220,6986.24,21,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Heat_B,2024-05-24,15291,160,13873.7,21,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_A,2024-05-24,15450,249,19415.68,25,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_B,2024-05-24,5298,126,12661.99,19,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,SmartHome_A,2024-05-24,9306,484,13369.4,30,yandex,cpc,ecohome_solar,desktop
EcoHome_SmartHome,Heat_A,2024-05-24,17237,91,17121.08,33,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Heat_B,2024-05-24,8346,497,10386.67,27,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_A,2024-05-24,18543,377,13330.08,6,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_B,2024-05-24,11502,366,19945.05,11,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,SmartHome_A,2024-05-24,6893,470,4334.95,23,yandex,cpc,ecohome_smarthome,mobile
EcoHome_Heating,Heat_A,2024-05-31,6912,318,16264.44,3,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Heat_B,2024-05-31,10599,354,14817.68,10,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_A,2024-05-31,18749,264,16640.24,27,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_B,2024-05-31,19702,362,10045.43,28,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,SmartHome_A,2024-05-31,12008,213,6656.84,34,yandex,cpc,ecohome_heating,mobile
EcoHome_Solar,Heat_A,2024-05-31,9443,322,5701.4,29,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Heat_B,2024-05-31,8164,128,11233.39,24,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_A,2024-05-31,19693,556,14555.04,22,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_B,2024-05-31,12657,568,14380.25,17,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,SmartHome_A,2024-05-31,6192,379,11638.66,6,yandex,cpc,ecohome_solar,mobile
EcoHome_SmartHome,Heat_A,2024-05-31,17668,355,10423.39,32,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Heat_B,2024-05-31,10867,237,6602.57,16,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_A,2024-05-31,17714,551,4937.04,0,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_B,2024-05-31,19813,227,17950.61,34,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,SmartHome_A,2024-05-31,17028,341,12644.46,26,yandex,cpc,ecohome_smarthome,mobile
EcoHome_Heating,Heat_A,2024-06-07,15061,426,10341.0,28,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Heat_B,2024-06-07,16618,236,9944.74,16,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_A,2024-06-07,9399,88,12039.85,29,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_B,2024-06-07,6301,252,16662.56,11,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,SmartHome_A,2024-06-07,19115,579,8911.56,6,yandex,cpc,ecohome_heating,desktop
EcoHome_Solar,Heat_A,2024-06-07,13448,432,18002.14,22,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Heat_B,2024-06-07,17012,439,15553.06,7,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_A,2024-06-07,7645,68,12260.53,30,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_B,2024-06-07,10476,591,14756.01,32,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,SmartHome_A,2024-06-07,12396,573,19208.53,26,yandex,cpc,ecohome_solar,desktop
EcoHome_SmartHome,Heat_A,2024-06-07,5904,295,5378.11,28,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Heat_B,2024-06-07,13938,166,11037.69,17,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_A,2024-06-07,14350,471,7461.32,32,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_B,2024-06-07,19713,572,17221.45,17,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,SmartHome_A,2024-06-07,18168,147,16796.53,21,yandex,cpc,ecohome_smarthome,mobile
EcoHome_Heating,Heat_A,2024-06-14,8243,432,14103.34,24,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Heat_B,2024-06-14,16448,134,10626.26,15,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_A,2024-06-14,17173,461,10642.0,8,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,Solar_B,2024-06-14,9524,465,17197.66,4,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,SmartHome_A,2024-06-14,8124,529,17395.8,14,yandex,cpc,ecohome_heating,desktop
EcoHome_Solar,Heat_A,2024-06-14,5924,172,6613.87,18,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Heat_B,2024-06-14,7395,78,10187.31,5,yandex,cpc,ecohome_solar,mobile
EcoHome_Solar,Solar_A,2024-06-14,7670,343,12187.32,18,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,Solar_B,2024-06-14,14095,569,17426.35,19,yandex,cpc,ecohome_solar,desktop
EcoHome_Solar,SmartHome_A,2024-06-14,11019,500,5138.49,22,yandex,cpc,ecohome_solar,mobile
EcoHome_SmartHome,Heat_A,2024-06-14,10452,244,18048.54,13,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Heat_B,2024-06-14,6016,376,5568.12,33,yandex,cpc,ecohome_smarthome,desktop
EcoHome_SmartHome,Solar_A,2024-06-14,6813,457,12398.4,0,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,Solar_B,2024-06-14,14706,257,17474.65,24,yandex,cpc,ecohome_smarthome,mobile
EcoHome_SmartHome,SmartHome_A,2024-06-14,19347,394,6031.11,25,yandex,cpc,ecohome_smarthome,mobile
EcoHome_Heating,Heat_A,2024-06-21,18679,469,9730.24,5,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Heat_B,2024-06-21,14642,74,6280.9,12,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_A,2024-06-21,15061,364,4067.0,27,yandex,cpc,ecohome_heating,desktop
EcoHome_Heating,Solar_B,2024-06-21,6079,204,16255.55,8,yandex,cpc,ecohome_heating,mobile
EcoHome_Heating,SmartHome_A,2024-06-21,17755,530,4355.5,33,yandex,cpc,ecohome_heating,mobile
